,location,total_sqft,bath,price,bedrooms
6771,Vittasandra,1404,2.0,71.0,2.0
6772,Vittasandra,1246,2.0,67.0,2.0
6773,Vittasandra,1404,2.0,69.3,2.0
6774,Vittasandra,1246,2.0,67.3,2.0
6775,Vittasandra,1246,2.0,64.5,2.0
6776,Vittasandra,1246,2.0,64.5,2.0
6777,Vittasandra,1246,2.0,68.0,2.0
6778,Vittasandra,1238,2.0,67.0,2.0
6779,Vittasandra,1404,2.0,75.0,2.0
6780,Vittasandra,1246,2.0,65.0,2.0
6781,Vittasandra,1238,2.0,67.0,2.0
6782,Vittasandra,1246,2.0,67.4,2.0
6783,Vittasandra,1259,2.0,67.4,2.0
6784,Vittasandra,1404,2.0,68.8,2.0
6785,Vittasandra,1246,2.0,62.3,2.0
6786,Vittasandra,1246,2.0,63.0,2.0
6787,Vittasandra,1246,2.0,67.4,2.0
6788,Vittasandra,1246,2.0,65.4,2.0
6789,Vittasandra,1238,2.0,67.32,2.0
6790,Vittasandra,1246,2.0,67.4,2.0
6791,Vittasandra,1246,2.0,67.3,2.0
6792,Vittasandra,1404,2.0,70.0,2.0
6793,Vittasandra,1259,2.0,67.48,2.0
6794,Vittasandra,1404,2.0,75.0,2.0
6795,Vittasandra,1246,2.0,67.0,2.0
6796,Vittasandra,1404,2.0,72.0,2.0
6797,Vittasandra,1246,2.0,67.5,2.0
6798,Vittasandra,1246,2.0,67.5,2.0
6799,Vittasandra,1404,2.0,70.0,2.0
6800,Vittasandra,1246,2.0,65.0,2.0
6801,Vittasandra,1246,2.0,67.4,2.0
6802,Vittasandra,1650,3.0,84.0,3.0
6803,Vittasandra,1650,3.0,85.0,3.0
6804,Vittasandra,1650,3.0,85.5,3.0
6805,Vittasandra,1650,3.0,85.0,3.0
6806,Vittasandra,1650,3.0,85.5,3.0
6807,Whitefield,905,1.0,52.0,0.5
6808,Whitefield,665,1.0,28.585,1.0
6809,Whitefield,950,1.0,50.0,1.0
6810,Whitefield,825,1.0,45.0,1.0
6811,Whitefield,905,1.0,55.0,1.0
6812,Whitefield,630,1.0,32.79,1.0
6813,Whitefield,709,1.0,34.385,1.0
6814,Whitefield,624,1.0,35.0,1.0
6815,Whitefield,650,1.0,25.0,1.0
6816,Whitefield,709,1.0,34.735,1.0
6817,Whitefield,825,1.0,44.9,1.0
6818,Whitefield,530,1.0,29.44,1.0
6819,Whitefield,905,1.0,50.0,1.0
6820,Whitefield,630,1.0,32.15,1.0
6821,Whitefield,905,1.0,52.0,1.0
6822,Whitefield,750,1.0,51.0,1.0
6823,Whitefield,905,1.0,62.0,1.0
6824,Whitefield,605,1.0,40.0,1.0
6825,Whitefield,905,1.0,60.0,1.0
6826,Whitefield,840,1.0,57.6,1.0
6827,Whitefield,640,1.0,19.83,1.0
6828,Whitefield,524,1.0,29.0,1.0
6829,Whitefield,840,1.0,57.0,1.0
6830,Whitefield,516,1.0,39.0,1.0
6831,Whitefield,613,1.0,48.0,1.0
6832,Whitefield,877,1.0,59.0,1.0
6833,Whitefield,1170,2.0,38.0,2.0
6834,Whitefield,1116,2.0,51.91,2.0
6835,Whitefield,1225,2.0,47.6,2.0
6836,Whitefield,1075,2.0,53.0,2.0
6837,Whitefield,1280,2.0,75.0,2.0
6838,Whitefield,1173,2.0,58.0,2.0
6839,Whitefield,1130,2.0,42.16,2.0
6840,Whitefield,1040,2.0,48.5,2.0
6841,Whitefield,1150,2.0,70.0,2.0
6842,Whitefield,1140,2.0,56.0,2.0
6843,Whitefield,1155,2.0,59.95,2.0
6844,Whitefield,1116,2.0,51.91,2.0
6845,Whitefield,1113,2.0,62.0,2.0
6846,Whitefield,1200,2.0,45.84,2.0
6847,Whitefield,1360,2.0,95.0,2.0
6848,Whitefield,1254,2.0,40.0,2.0
6849,Whitefield,1140,2.0,41.0,2.0
6850,Whitefield,1190,2.0,57.0,2.0
6851,Whitefield,1232,2.0,45.0,2.0
6852,Whitefield,1280,2.0,75.0,2.0
6853,Whitefield,1330,2.0,71.0,2.0
6854,Whitefield,1272,2.0,95.05,2.0
6855,Whitefield,1205,2.0,39.0,2.0
6856,Whitefield,1192,2.0,71.0,2.0
6857,Whitefield,1277,2.0,61.3,2.0
6858,Whitefield,1185,2.0,40.0,2.0
6859,Whitefield,1125,2.0,62.0,2.0
6860,Whitefield,1280,2.0,85.0,2.0
6861,Whitefield,1205,2.0,58.0,2.0
6862,Whitefield,1155,2.0,60.0,2.0
6863,Whitefield,1216,2.0,79.0,2.0
6864,Whitefield,1215,2.0,65.0,2.0
6865,Whitefield,1260,2.0,49.5,2.0
6866,Whitefield,1165,2.0,40.5,2.0
6867,Whitefield,1170,2.0,71.0,2.0
6868,Whitefield,1118,2.0,75.0,2.0
6869,Whitefield,1190,2.0,67.0,2.0
6870,Whitefield,1102,2.0,48.0,2.0
6871,Whitefield,1320,2.0,95.0,2.0
6872,Whitefield,1346,2.0,96.17,2.0
6873,Whitefield,1280,2.0,52.0,2.0
6874,Whitefield,1200,2.0,46.13,2.0
6875,Whitefield,1150,2.0,55.0,2.0
6876,Whitefield,1285,2.0,55.9,2.0
6877,Whitefield,1130,2.0,36.0,2.0
6878,Whitefield,1215,2.0,39.0,2.0
6879,Whitefield,1216,2.0,66.48,2.0
6880,Whitefield,1173,2.0,60.0,2.0
6881,Whitefield,1269,2.0,75.0,2.0
6882,Whitefield,1000,2.0,35.0,2.0
6883,Whitefield,1132,2.0,79.28,2.0
6884,Whitefield,1200,2.0,45.84,2.0
6885,Whitefield,1140,2.0,39.0,2.0
6886,Whitefield,1205,2.0,40.0,2.0
6887,Whitefield,1195,2.0,70.0,2.0
6888,Whitefield,1250,2.0,72.0,2.0
6889,Whitefield,1340,2.0,77.0,2.0
6890,Whitefield,1320,2.0,79.5,2.0
6891,Whitefield,1180,2.0,41.0,2.0
6892,Whitefield,1095,2.0,35.0,2.0
6893,Whitefield,1415,2.0,67.0,2.0
6894,Whitefield,1105,2.0,41.36,2.0
6895,Whitefield,1200,2.0,45.0,2.0
6896,Whitefield,1405,2.0,84.5,2.0
6897,Whitefield,1200,2.0,45.0,2.0
6898,Whitefield,1150,2.0,90.0,2.0
6899,Whitefield,1200,2.0,45.0,2.0
6900,Whitefield,1109,2.0,41.49,2.0
6901,Whitefield,1215,2.0,62.0,2.0
6902,Whitefield,1216,2.0,84.0,2.0
6903,Whitefield,1400,2.0,80.0,2.0
6904,Whitefield,1230,2.0,59.0,2.0
6905,Whitefield,1205,2.0,40.0,2.0
6906,Whitefield,1125,2.0,40.0,2.0
6907,Whitefield,1216,2.0,69.06,2.0
6908,Whitefield,1216,2.0,75.0,2.0
6909,Whitefield,1355,2.0,78.0,2.0
6910,Whitefield,1255,2.0,77.0,2.0
6911,Whitefield,1216,2.0,73.0,2.0
6912,Whitefield,1140,2.0,45.0,2.0
6913,Whitefield,1190,2.0,60.0,2.0
6914,Whitefield,1312,2.0,55.0,2.0
6915,Whitefield,1096,2.0,39.0,2.0
6916,Whitefield,1116,2.0,51.91,2.0
6917,Whitefield,1227,2.0,53.49,2.0
6918,Whitefield,1235,2.0,47.0,2.0
6919,Whitefield,1175,2.0,39.0,2.0
6920,Whitefield,1180,2.0,41.0,2.0
6921,Whitefield,1085,2.0,57.0,2.0
6922,Whitefield,1255,2.0,40.0,2.0
6923,Whitefield,1187,2.0,37.85,2.0
6924,Whitefield,1216,2.0,83.0,2.0
6925,Whitefield,1301,2.0,65.0,2.0
6926,Whitefield,1155,2.0,55.0,2.0
6927,Whitefield,1355,3.0,76.0,2.0
6928,Whitefield,1216,2.0,75.0,2.0
6929,Whitefield,1242,2.0,65.0,2.0
6930,Whitefield,1200,2.0,46.13,2.0
6931,Whitefield,1200,2.0,46.13,2.0
6932,Whitefield,1355,2.0,73.0,2.0
6933,Whitefield,1115,2.0,34.555,2.0
6934,Whitefield,1105,2.0,39.99,2.0
6935,Whitefield,1173,2.0,77.0,2.0
6936,Whitefield,982,2.0,37.0,2.0
6937,Whitefield,1118,2.0,42.0,2.0
6938,Whitefield,1216,2.0,69.0,2.0
6939,Whitefield,1100,2.0,37.0,2.0
6940,Whitefield,1320,2.0,99.26,2.0
6941,Whitefield,1250,2.0,82.0,2.0
6942,Whitefield,1185,2.0,41.0,2.0
6943,Whitefield,1173,2.0,78.2,2.0
6944,Whitefield,1216,2.0,75.0,2.0
6945,Whitefield,1060,2.0,35.0,2.0
6946,Whitefield,1125,2.0,45.0,2.0
6947,Whitefield,1180,2.0,70.0,2.0
6948,Whitefield,1280,2.0,69.0,2.0
6949,Whitefield,1186,2.0,55.0,2.0
6950,Whitefield,1109,2.0,35.22,2.0
6951,Whitefield,1216,2.0,67.0,2.0
6952,Whitefield,1150,2.0,55.0,2.0
6953,Whitefield,1295,2.0,78.5,2.0
6954,Whitefield,1190,2.0,41.0,2.0
6955,Whitefield,1109,2.0,35.47,2.0
6956,Whitefield,1290,2.0,90.0,2.0
6957,Whitefield,1200,2.0,45.0,2.0
6958,Whitefield,1140,2.0,40.0,2.0
6959,Whitefield,1216,2.0,75.0,2.0
6960,Whitefield,1356,2.0,94.84,2.0
6961,Whitefield,1338,2.0,103.0,2.0
6962,Whitefield,1115,2.0,55.0,2.0
6963,Whitefield,1105,2.0,35.36,2.0
6964,Whitefield,1074,2.0,42.79,2.0
6965,Whitefield,1100,2.0,52.0,2.0
6966,Whitefield,1267,2.0,90.33,2.0
6967,Whitefield,1197,2.0,50.0,2.0
6968,Whitefield,1155,2.0,39.0,2.0
6969,Whitefield,1141,2.0,62.0,2.0
6970,Whitefield,1216,2.0,82.0,2.0
6971,Whitefield,1140,2.0,50.0,2.0
6972,Whitefield,1216,2.0,75.0,2.0
6973,Whitefield,1227,2.0,70.0,2.0
6974,Whitefield,1256,2.0,73.0,2.0
6975,Whitefield,1195,2.0,62.38,2.0
6976,Whitefield,1300,2.0,78.0,2.0
6977,Whitefield,1216,2.0,84.03,2.0
6978,Whitefield,1240,2.0,70.0,2.0
6979,Whitefield,1216,2.0,72.5,2.0
6980,Whitefield,1215,2.0,40.0,2.0
6981,Whitefield,1020,2.0,45.0,2.0
6982,Whitefield,1024,2.0,32.0,2.0
6983,Whitefield,1205,2.0,58.0,2.0
6984,Whitefield,1350,2.0,88.0,2.0
6985,Whitefield,1030,2.0,44.0,2.0
6986,Whitefield,1216,2.0,80.0,2.0
6987,Whitefield,1340,2.0,101.0,2.0
6988,Whitefield,1190,2.0,64.0,2.0
6989,Whitefield,1195,2.0,61.36,2.0
6990,Whitefield,1100,2.0,65.0,2.0
6991,Whitefield,1100,2.0,46.5,2.0
6992,Whitefield,1216,2.0,73.0,2.0
6993,Whitefield,1135,2.0,58.0,2.0
6994,Whitefield,1185,2.0,56.0,2.0
6995,Whitefield,1015,2.0,45.0,2.0
6996,Whitefield,1187,2.0,38.0,2.0
6997,Whitefield,1190,2.0,59.0,2.0
6998,Whitefield,1160,2.0,67.0,2.0
6999,Whitefield,1216,2.0,66.88,2.0
7000,Whitefield,1180,2.0,77.0,2.0
7001,Whitefield,1314,2.0,84.0,2.0
7002,Whitefield,1160,2.0,39.0,2.0
7003,Whitefield,1012,2.0,58.0,2.0
7004,Whitefield,1150,2.0,40.21,2.0
7005,Whitefield,1340,2.0,41.0,2.0
7006,Whitefield,1130,2.0,36.0,2.0
7007,Whitefield,1059,2.0,57.0,2.0
7008,Whitefield,1116,2.0,51.91,2.0
7009,Whitefield,1205,2.0,41.0,2.0
7010,Whitefield,1250,2.0,85.0,2.0
7011,Whitefield,1115,2.0,51.91,2.0
7012,Whitefield,1277,2.0,77.0,2.0
7013,Whitefield,1245,2.0,59.76,2.0
7014,Whitefield,1074,2.0,42.8,2.0
7015,Whitefield,1200,2.0,46.13,2.0
7016,Whitefield,1200,2.0,45.84,2.0
7017,Whitefield,1170,2.0,56.0,2.0
7018,Whitefield,1390,2.0,72.0,2.0
7019,Whitefield,1190,2.0,70.0,2.0
7020,Whitefield,1105,2.0,35.4,2.0
7021,Whitefield,1270,2.0,94.0,2.0
7022,Whitefield,1220,2.0,89.0,2.0
7023,Whitefield,1116,2.0,51.91,2.0
7024,Whitefield,1370,2.0,56.0,2.0
7025,Whitefield,1050,2.0,43.0,2.0
7026,Whitefield,1216,2.0,72.0,2.0
7027,Whitefield,1158,2.0,55.0,2.0
7028,Whitefield,1175,2.0,41.0,2.0
7029,Whitefield,1315,2.0,55.0,2.0
7030,Whitefield,1063,2.0,42.52,2.0
7031,Whitefield,1346,2.0,76.01,2.0
7032,Whitefield,1276,2.0,69.5,2.0
7033,Whitefield,1317,2.0,52.0,2.0
7034,Whitefield,1220,2.0,55.0,2.0
7035,Whitefield,1116,2.0,48.76,2.0
7036,Whitefield,1140,2.0,55.0,2.0
7037,Whitefield,1295,2.0,64.5,2.0
7038,Whitefield,1200,2.0,70.0,2.0
7039,Whitefield,1015,2.0,56.0,2.0
7040,Whitefield,1216,2.0,75.0,2.0
7041,Whitefield,1224,2.0,75.0,2.0
7042,Whitefield,1175,2.0,50.0,2.0
7043,Whitefield,1270,2.0,110.0,2.0
7044,Whitefield,1270,2.0,105.0,2.0
7045,Whitefield,1315,2.0,69.5,2.0
7046,Whitefield,1173,2.0,78.2,2.0
7047,Whitefield,1362,2.0,85.0,2.0
7048,Whitefield,1270,2.0,52.0,2.0
7049,Whitefield,1240,2.0,41.0,2.0
7050,Whitefield,1800,2.0,70.0,3.0
7051,Whitefield,1610,3.0,81.0,3.0
7052,Whitefield,2010,3.0,91.0,3.0
7053,Whitefield,1910,3.0,161.0,3.0
7054,Whitefield,1768,3.0,101.0,3.0
7055,Whitefield,1500,3.0,61.95,3.0
7056,Whitefield,1600,3.0,86.0,3.0
7057,Whitefield,1790,3.0,100.0,3.0
7058,Whitefield,1720,3.0,100.0,3.0
7059,Whitefield,1640,4.0,91.0,3.0
7060,Whitefield,2280,4.0,126.0,3.0
7061,Whitefield,1650,3.0,60.0,3.0
7062,Whitefield,1897,3.0,130.0,3.0
7063,Whitefield,2225,2.0,125.0,3.0
7064,Whitefield,1560,2.0,72.0,3.0
7065,Whitefield,1985,3.0,75.0,3.0
7066,Whitefield,1697,3.0,94.79,3.0
7067,Whitefield,1700,3.0,115.0,3.0
7068,Whitefield,1403,2.0,60.81,3.0
7069,Whitefield,1485,3.0,65.0,3.0
7070,Whitefield,1500,3.0,130.0,3.0
7071,Whitefield,1405,2.0,78.0,3.0
7072,Whitefield,2225,3.0,115.0,3.0
7073,Whitefield,1541,3.0,72.0,3.0
7074,Whitefield,1306,3.0,54.65,3.0
7075,Whitefield,1626,3.0,89.0,3.0
7076,Whitefield,1585,3.0,88.0,3.0
7077,Whitefield,1200,3.0,68.5,3.0
7078,Whitefield,1697,3.0,108.0,3.0
7079,Whitefield,2010,3.0,92.0,3.0
7080,Whitefield,1635,2.0,85.0,3.0
7081,Whitefield,1200,3.0,56.2,3.0
7082,Whitefield,1870,3.0,90.0,3.0
7083,Whitefield,1800,3.0,110.0,3.0
7084,Whitefield,1562,3.0,103.0,3.0
7085,Whitefield,2321,4.0,128.0,3.0
7086,Whitefield,1896,3.0,75.0,3.0
7087,Whitefield,1410,3.0,43.71,3.0
7088,Whitefield,1150,2.0,44.0,3.0
7089,Whitefield,1500,3.0,71.8,3.0
7090,Whitefield,1697,3.0,115.0,3.0
7091,Whitefield,1350,3.0,54.0,3.0
7092,Whitefield,1545,3.0,79.0,3.0
7093,Whitefield,1306,3.0,54.65,3.0
7094,Whitefield,1386,3.0,57.46,3.0
7095,Whitefield,1738,2.0,79.0,3.0
7096,Whitefield,1200,3.0,61.96,3.0
7097,Whitefield,2094,3.0,113.19,3.0
7098,Whitefield,1700,3.0,140.0,3.0
7099,Whitefield,1345,2.0,57.0,3.0
7100,Whitefield,1440,2.0,64.0,3.0
7101,Whitefield,1700,3.0,95.0,3.0
7102,Whitefield,1840,3.0,140.0,3.0
7103,Whitefield,1778,3.0,122.0,3.0
7104,Whitefield,1745,3.0,100.0,3.0
7105,Whitefield,1870,3.0,138.0,3.0
7106,Whitefield,1862,3.0,125.0,3.0
7107,Whitefield,1655,3.0,113.0,3.0
7108,Whitefield,1600,3.0,82.0,3.0
7109,Whitefield,1200,3.0,57.15,3.0
7110,Whitefield,1451,2.0,52.43,3.0
7111,Whitefield,1330,2.0,55.0,3.0
7112,Whitefield,1495,2.0,67.0,3.0
7113,Whitefield,1548,3.0,65.0,3.0
7114,Whitefield,1405,3.0,58.0,3.0
7115,Whitefield,1200,3.0,68.4,3.0
7116,Whitefield,1200,3.0,56.0,3.0
7117,Whitefield,1550,2.0,49.6,3.0
7118,Whitefield,2173,3.0,128.0,3.0
7119,Whitefield,1435,3.0,45.0,3.0
7120,Whitefield,1870,3.0,138.0,3.0
7121,Whitefield,1755,3.0,101.0,3.0
7122,Whitefield,1608,2.0,63.0,3.0
7123,Whitefield,2225,3.0,149.0,3.0
7124,Whitefield,1495,3.0,61.28,3.0
7125,Whitefield,1200,3.0,56.58,3.0
7126,Whitefield,2210,3.0,156.0,3.0
7127,Whitefield,1740,4.0,130.0,3.0
7128,Whitefield,1655,3.0,120.0,3.0
7129,Whitefield,2023,4.0,130.0,3.0
7130,Whitefield,2134,4.0,118.0,3.0
7131,Whitefield,1458,2.0,62.0,3.0
7132,Whitefield,1808,4.0,80.0,3.0
7133,Whitefield,1537,2.0,70.0,3.0
7134,Whitefield,1806,3.0,85.0,3.0
7135,Whitefield,1452,3.0,90.0,3.0
7136,Whitefield,1600,3.0,69.0,3.0
7137,Whitefield,1991,3.0,104.0,3.0
7138,Whitefield,1655,3.0,97.0,3.0
7139,Whitefield,1850,3.0,150.0,3.0
7140,Whitefield,1200,3.0,67.77,3.0
7141,Whitefield,1870,3.0,90.0,3.0
7142,Whitefield,1836,3.0,125.0,3.0
7143,Whitefield,1275,2.0,65.0,3.0
7144,Whitefield,1564,3.0,103.0,3.0
7145,Whitefield,1585,3.0,84.0,3.0
7146,Whitefield,1200,3.0,56.0,3.0
7147,Whitefield,1558,3.0,90.0,3.0
7148,Whitefield,1704,3.0,120.0,3.0
7149,Whitefield,1495,3.0,60.55,3.0
7150,Whitefield,1770,4.0,68.0,3.0
7151,Whitefield,1570,3.0,88.0,3.0
7152,Whitefield,2025,4.0,115.0,3.0
7153,Whitefield,1346,2.0,100.0,3.0
7154,Whitefield,1600,3.0,69.1,3.0
7155,Whitefield,1720,3.0,98.97,3.0
7156,Whitefield,1600,3.0,95.0,3.0
7157,Whitefield,1655,3.0,108.0,3.0
7158,Whitefield,1740,3.0,95.0,3.0
7159,Whitefield,1200,3.0,56.72,3.0
7160,Whitefield,1500,3.0,78.57,3.0
7161,Whitefield,1626,3.0,85.0,3.0
7162,Whitefield,1270,2.0,65.0,3.0
7163,Whitefield,1530,3.0,75.0,3.0
7164,Whitefield,2247,3.0,145.0,3.0
7165,Whitefield,2140,3.0,139.0,3.0
7166,Whitefield,1530,3.0,73.0,3.0
7167,Whitefield,1495,2.0,70.0,3.0
7168,Whitefield,1431,3.0,85.0,3.0
7169,Whitefield,1760,3.0,160.0,3.0
7170,Whitefield,1655,3.0,110.0,3.0
7171,Whitefield,1725,3.0,106.0,3.0
7172,Whitefield,1639,3.0,107.0,3.0
7173,Whitefield,1820,3.0,113.0,3.0
7174,Whitefield,1990,3.0,98.0,3.0
7175,Whitefield,1345,3.0,58.0,3.0
7176,Whitefield,1820,3.0,140.0,3.0
7177,Whitefield,1322,3.0,40.985,3.0
7178,Whitefield,2280,4.0,125.0,3.0
7179,Whitefield,1639,3.0,92.63,3.0
7180,Whitefield,1634,3.0,68.0,3.0
7181,Whitefield,1436,2.0,62.15,3.0
7182,Whitefield,1452,2.0,46.29,3.0
7183,Whitefield,1496,2.0,71.81,3.0
7184,Whitefield,1396,3.0,74.0,3.0
7185,Whitefield,1451,2.0,46.4,3.0
7186,Whitefield,1615,3.0,96.9,3.0
7187,Whitefield,1400,2.0,56.0,3.0
7188,Whitefield,1430,3.0,52.0,3.0
7189,Whitefield,1010,2.0,45.0,3.0
7190,Whitefield,2321,4.0,157.0,3.0
7191,Whitefield,1655,3.0,113.0,3.0
7192,Whitefield,1740,3.0,85.0,3.0
7193,Whitefield,1200,3.0,67.75,3.0
7194,Whitefield,1660,3.0,110.0,3.0
7195,Whitefield,1457,2.0,105.0,3.0
7196,Whitefield,1720,3.0,128.0,3.0
7197,Whitefield,1500,3.0,61.9,3.0
7198,Whitefield,1564,3.0,103.0,3.0
7199,Whitefield,1500,3.0,71.0,3.0
7200,Whitefield,1404,2.0,59.0,3.0
7201,Whitefield,1639,3.0,107.0,3.0
7202,Whitefield,1760,3.0,139.0,3.0
7203,Whitefield,1730,3.0,125.0,3.0
7204,Whitefield,1453,2.0,58.0,3.0
7205,Whitefield,3252,4.0,230.0,4.0
7206,Whitefield,4144,4.0,315.0,4.0
7207,Whitefield,4104,4.0,360.0,4.0
7208,Whitefield,4348,4.0,304.0,4.0
7209,Whitefield,2268,3.0,163.0,4.0
7210,Whitefield,2400,4.0,200.0,4.0
7211,Whitefield,5000,4.0,400.0,4.0
7212,Whitefield,3000,5.0,250.0,4.0
7213,Whitefield,4000,4.0,330.0,4.0
7214,Whitefield,3606,4.0,312.0,4.0
7215,Whitefield,3584,4.0,199.0,4.0
7216,Whitefield,2856,5.0,145.5,4.0
7217,Whitefield,2500,4.0,155.0,4.0
7218,Whitefield,2268,3.0,146.0,4.0
7219,Whitefield,3537,5.0,210.0,4.0
7220,Whitefield,3262,4.0,260.0,4.0
7221,Whitefield,2830,5.0,160.0,4.0
7222,Whitefield,3445,5.0,270.0,4.0
7223,Whitefield,4827,4.0,400.0,4.0
7224,Whitefield,3252,4.0,280.0,4.0
7225,Whitefield,2400,4.0,147.0,4.0
7226,Whitefield,4960,4.0,400.0,4.0
7227,Whitefield,2928,4.0,198.0,4.0
7228,Whitefield,2882,5.0,204.0,4.0
7229,Whitefield,2155,3.0,125.0,4.0
7230,Whitefield,3200,4.0,224.0,4.0
7231,Whitefield,1230,4.0,80.0,4.0
7232,Whitefield,4075,5.0,226.0,4.0
7233,Whitefield,2856,5.0,154.5,4.0
7234,Whitefield,2856,5.0,158.5,4.0
7235,Whitefield,2882,5.0,158.0,4.0
7236,Whitefield,3425,5.0,250.0,4.0
7237,Whitefield,2856,5.0,157.5,4.0
7238,Whitefield,4003,6.0,300.0,4.0
7239,Whitefield,2850,5.0,240.0,4.0
7240,Whitefield,2830,5.0,190.0,4.0
7241,Whitefield,5200,5.0,242.0,4.0
7242,Whitefield,2400,4.0,143.0,4.0
7243,Whitefield,2990,3.0,198.0,4.0
7244,Whitefield,2900,4.0,225.0,4.0
7245,Whitefield,2956,5.0,234.0,4.0
7246,Whitefield,3940,5.0,265.0,4.0
7247,Whitefield,2830,4.0,161.0,4.0
7248,Whitefield,2135,3.0,149.0,4.0
7249,Whitefield,2500,4.0,100.0,4.0
7250,Whitefield,3075,2.0,188.0,4.0
7251,Whitefield,3565,4.0,218.0,4.0
7252,Whitefield,3410,5.0,253.0,4.0
7253,Whitefield,4500,4.0,330.0,4.0
7254,Whitefield,3453,4.0,247.0,4.0
7255,Whitefield,2882,5.0,200.0,4.0
7256,Whitefield,5400,5.0,475.0,4.0
7257,Whitefield,2858,4.0,137.0,4.0
7258,Whitefield,2444,4.0,145.0,4.0
7259,Whitefield,2856,5.0,154.5,4.0
7260,Whitefield,3250,5.0,290.0,5.0
7261,Whitefield,3227,5.0,250.0,5.0
7262,Whitefield,4144,5.0,331.0,5.0
7263,Whitefield,3453,4.0,231.0,5.0
7264,Yelachenahalli,1080,2.0,55.0,2.0
7265,Yelachenahalli,1400,2.0,78.0,2.0
7266,Yelachenahalli,800,1.0,30.0,2.0
7267,Yelachenahalli,1100,2.0,60.0,2.0
7268,Yelachenahalli,1103,2.0,55.0,2.0
7269,Yelachenahalli,1000,2.0,50.0,2.0
7270,Yelachenahalli,1400,2.0,55.0,3.0
7271,Yelachenahalli,1464,2.0,105.0,3.0
7272,Yelachenahalli,1330,3.0,73.5,3.0
7273,Yelachenahalli,1365,2.0,72.0,3.0
7274,Yelahanka,697,1.0,45.0,1.0
7275,Yelahanka,628,1.0,24.0,1.0
7276,Yelahanka,654,1.0,38.4,1.0
7277,Yelahanka,654,1.0,37.0,1.0
7278,Yelahanka,602,1.0,26.0,1.0
7279,Yelahanka,654,1.0,36.25,1.0
7280,Yelahanka,694,1.0,30.84,1.0
7281,Yelahanka,654,1.0,38.0,1.0
7282,Yelahanka,602,1.0,38.0,1.0
7283,Yelahanka,697,1.0,35.0,1.0
7284,Yelahanka,682,1.0,36.23,1.0
7285,Yelahanka,700,1.0,38.0,1.0
7286,Yelahanka,827,1.0,42.535,1.0
7287,Yelahanka,602,1.0,33.0,1.0
7288,Yelahanka,567,1.0,25.0,1.0
7289,Yelahanka,602,2.0,30.0,1.0
7290,Yelahanka,1326,2.0,78.0,2.0
7291,Yelahanka,1350,2.0,55.55,2.0
7292,Yelahanka,1035,2.0,45.0,2.0
7293,Yelahanka,1350,2.0,54.0,2.0
7294,Yelahanka,1132,2.0,48.13,2.0
7295,Yelahanka,1210,2.0,45.98,2.0
7296,Yelahanka,1234,2.0,80.0,2.0
7297,Yelahanka,1315,2.0,85.0,2.0
7298,Yelahanka,1170,2.0,62.5,2.0
7299,Yelahanka,1120,2.0,55.0,2.0
7300,Yelahanka,1075,2.0,51.5,2.0
7301,Yelahanka,890,2.0,40.0,2.0
7302,Yelahanka,1150,2.0,46.0,2.0
7303,Yelahanka,1065,2.0,40.84,2.0
7304,Yelahanka,1036,2.0,39.35,2.0
7305,Yelahanka,1300,2.0,65.0,2.0
7306,Yelahanka,1304,2.0,79.0,2.0
7307,Yelahanka,1180,2.0,42.0,2.0
7308,Yelahanka,915,2.0,48.0,2.0
7309,Yelahanka,1026,2.0,41.0,2.0
7310,Yelahanka,1274,2.0,48.42,2.0
7311,Yelahanka,1327,2.0,85.0,2.0
7312,Yelahanka,1270,2.0,78.0,2.0
7313,Yelahanka,1322,2.0,86.0,2.0
7314,Yelahanka,1100,2.0,70.0,2.0
7315,Yelahanka,1200,2.0,70.0,2.0
7316,Yelahanka,1326,2.0,57.0,2.0
7317,Yelahanka,1060,2.0,40.0,2.0
7318,Yelahanka,1226,2.0,52.71,2.0
7319,Yelahanka,1033,2.0,52.58,2.0
7320,Yelahanka,1390,2.0,65.31,2.0
7321,Yelahanka,1040,2.0,48.86,2.0
7322,Yelahanka,1200,2.0,54.0,2.0
7323,Yelahanka,1322,2.0,75.0,2.0
7324,Yelahanka,1036,2.0,39.37,2.0
7325,Yelahanka,1405,2.0,50.58,2.0
7326,Yelahanka,1100,2.0,60.0,2.0
7327,Yelahanka,1260,2.0,59.2,2.0
7328,Yelahanka,1102,2.0,52.0,2.0
7329,Yelahanka,1519,2.0,65.0,2.0
7330,Yelahanka,1050,2.0,45.0,2.0
7331,Yelahanka,1322,2.0,80.0,2.0
7332,Yelahanka,1285,2.0,56.0,2.0
7333,Yelahanka,845,2.0,43.0,2.0
7334,Yelahanka,1305,2.0,78.0,2.0
7335,Yelahanka,1180,2.0,56.0,2.0
7336,Yelahanka,1315,2.0,75.0,2.0
7337,Yelahanka,1390,2.0,70.21,2.0
7338,Yelahanka,1200,2.0,55.0,2.0
7339,Yelahanka,990,2.0,37.62,2.0
7340,Yelahanka,935,2.0,35.53,2.0
7341,Yelahanka,1115,2.0,60.0,2.0
7342,Yelahanka,1633,2.0,72.0,2.0
7343,Yelahanka,1445,2.0,82.0,2.0
7344,Yelahanka,1225,2.0,62.0,2.0
7345,Yelahanka,1065,2.0,41.38,2.0
7346,Yelahanka,1023,2.0,52.59,2.0
7347,Yelahanka,1304,2.0,69.97,2.0
7348,Yelahanka,1250,2.0,54.0,2.0
